class,text
Neg-,2 GENERAL ELECTRIC ltGE SELLS NOTES AT SEVEN PCT     NEW YORK  March 4 - General Electric Co is raising 250 mln dlrs via an offering of notes due 1992 with a seven pct coupon and par pricing  said lead manager Kidder  Peabody and Co Inc     That is 30 basis points more than the yield of comparable Treasury securities Non-callable for life  the issue is rated a top-flight AAA by Moodys and Standard and Poors     Reuter 3
Neg-,2 HOKKAIDO BANK ISSUES 30 MLN DLR CONVERTIBLE BOND     LONDON  March 4 - The Hokkaido Bank Ltd is issuing a 30 mln dlr convertible eurobond due March 31  2002 with an indicated 2-14 pct coupon and priced at par  lead manager Nomura International Ltd said     Terms will be fixed on March 10  involving a premium of about five pct above a six-day average The conversion period will run from April 20  1987 to March 20  2002     The bonds will be sold in denominations of 5 000 dlrs and will be listed in Luxembourg Total fees of 2-12 pct include one pct for management and underwriting and 1-12 pct for selling  including an 20 basis point praecipuum     Nomura said the bonds are callable from March 31  1990 at 104  declining by 12 pct per annum     There will be no calls before March 31  1992 unless the share price reaches at least 150 pct of the conversion price  REUTER 3
Pos-earn,2 ltWESTAR MINING LTD 4TH QTR LOSS     VANCOUVER  British Columbia  March 4 -     Shr not given     Oper loss 5 900 000 vs profit 9 300 000     Revs 1053 mln vs 1312 mln     Year     Shr not given     Oper loss 217 mln vs profit 347 mln     Revs 3707 mln vs 5151 mln     Note 67 pct owned by ltBritish Columbia Resources Investment Corp     Note continued 1986 qtr excludes extraordinary loss of 36 mln dlrs versus loss of 2940 mln dlrs in prior year     1986 year excludes extraordinary loss of 791 mln dlrs versus loss 2215 mln dlrs in prior year  Reuter 3
Pos-earn,2 WILLIAMS COS ltWMB YEAR LOSS     TULSA  March 4 -     Shr loss 697 dlrs vs profit 92 cts     Net loss 240 mln vs profit 316 mln     Revs 19 billion vs 25 billion     NOTE 1986 includes loss of 250 mln dlrs or 727 dlrs a share from discontinued operations and writedowns of holdings in Texasgulf Inc 1985 restated  Reuter 3
Neg-,2  UK INTERVENTION BD SAYS EC SOLD 60 500 TONNES WHITE SUGAR AT REBATE 43147 ECUS Blah blah blah 3  
Neg-,2 ITALIAN TREASURY TO ISSUE NEW CERTIFICATES     ROME  March 4 - The Italian treasury said it will issue 3 000 billion lire of a new type of indexed government paper  discount certificates CTS  on March 18     Treasury Minister Giovanni Goria said at a news conference the new certificates will be heavily discounted and aimed at small investors rather than institutions     The Treasury said in a statement the annual yield of the seven-year certificates will be indexed to 50 pct of the annual yield of 12-month treasury bills     Effective annual yield after tax for the first CTS issue will be 966 pct The launch of the new certificate has to be viewed in the framework of the management of the public debt as a step towards the return of a larger volume of fixed-rate issues  the Treasury said     The Treasury said future CTS issues likely would be certificates longer than seven years CTS automatically offers a portfolio diversification between fixed-rate and variable-rate investments  REUTER 3
Pos-earn,2 VOICEMAIL INTERNATIONAL INC 4TH QTR LOSS     CUPERTINO  Calif  March 4 -     Shr loss 21 cts vs loss 14 cts     Net loss 838 069 vs loss 433 875     Revs 1 080 068 vs 1 793 398     Avg shrs 4 004 826 vs 3 172 537     12 mths     Shr loss 39 cts vs 11 cts     Net loss 1 387 500 vs loss 334 463     Revs 6 456 882 vs 5 605 680     Avg shrs 3 542 217 vs 3 071 456  Reuter 3
Neg-,2 GREECE PLANS TO REDUCE 1987 FOREIGN BORROWING     ATHENS  March 4 - Greece aims to reduce foreign borrowing to 16 or 17 billion dlrs this year from 26 billion in 1986  and will use some of the funds to make early debt servicing payments  the Governor of the Bank of Greece  Dimitris Halikias  said     He told reporters this years borrowing forecast exceeded immediate needs  but Greece wanted to take advantage of low international interest rates in order to make servicing payments at a lower cost     Greeces foreign debts totalled 168 billion dlrs at end-1986  up from 152 billion at end-1985  Halikias said     He said the extra funds available to Greece this year will go towards servicing debts falling due after 1990 He did not give figures     He said Greece was able to cut borrowing because a two-year austerity program it adopted in October  1985 cut its current account deficit to 175 billion dlrs last year from a record 33 billion in 1985     Halikias said he was fairly optimistic Greece would reach a current account deficit target of 125 billion dlrs this year     He said domestic demand has fallen  reducing the need for imports  while Greek exports are becoming more competitive     Economy Ministry figures show exports rose to 49 billion dlrs in the first 11 months of 1986 from 41 billion in the same 1985 period  while imports dipped to 102 billio dlrs from 114 billion  REUTER 3
Pos-earn,2 CML GROUP INC ltCMLI 2ND QTR JAN 31 NET     ACTON  Mass  March 4 -     Shr 72 cts vs 58 cts     Net 4 791 000 vs 3 803 000     Sales 830 mln vs 720 mln     Avg shrs 6 668 309 vs 6 545 722     1st half     Shr 88 cts vs 70 cts     Net 5 872 000 vs 4 614 000     Sales 1416 mln vs 1218 mln     Avg shrs 6 669 488 vs 6 525 051  Reuter 3
Pos-earn,2 WILLIAMS ltWMB HAS 4TH QTR CHARGE     TULSA  March 4 - Williams Cos said a fourth quarter charge of 250 mln dlrs from discontinued operations and writedowns contributed to a 1986 net loss of 240 mln dlrs or 697 dlrs a share against earnings of 316 mln dlrs or 92 cts in 1985     The loss in the quarter was 2323 mln dlrs or 675 dlrs against income of 107 mln dlrs or 31 cts a year ago Revenues in the quarter fell to 5211 mln dlrs from 7169 mln and in the year fell to 19 billion dlrs from 25 billion in 1985     Williams also said the previously announced sale of its Agrico Chemical Co unit to Freeport-Mcmoran Resource Partners Ltd has cleared antitrust review and should close next week     The 1987 first quarter will include proceeds from the Agrico sale  for 250 mln dlrs cash at closing plus deferred payments  and proceeds of 320 mln dlrs from the sale of a stake in Peabody Holding Co  completed in January     In the 1986 first quarter  Williams reported net of 142 mln dlrs or 41 cts a share on sales of 7964 mln dlrs     Williams said the charges in the current year were related to an ongoing restructuring The company said the restructuring moves had improved its balance sheet and improved the outlook for future stability and growth in earnings     Operating profit at the companys Northwest Pipeline Corp unit fell 45 pct to 150 mln dlrs from lower sales The Williams Natural Gas unit had operating profit of 505 mln dlrs compared to 909 mln dlrs on lower sales volumes     Profit at Williams Gas Marketing rose to 26 mln dlrs from about 22 mln and the William Pipe Line Co had operating profit of 494 mln dlrs versus 636 mln dlrs a year ago  Reuter 3
Pos-earn,2 NWA INC ltNWA 4TH QTR NET     MINNEAPOLIS  March 4 -     Shr profit 45 cts vs loss nine cts     Net profit 98 mln vs loss two mln     Revs 115 billion vs 6312 mln     Year     Shr profit 326 dlrs vs profit 318 dlrs     Net profit 769 mln vs profit 731 mln     Revs 359 billion vs 266 billion  Reuter 3
